,Establishment,Rating,Review Count,Address,countryCode,District,Star Rating,Distance,Level,type,image
343,Hotel,9.7,838,Jakubská 649/8,cz,Prague 1,5,0.35,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/419396562.jpg?k=716f716792c1f22e106341f345379e9879d018b46ac049b3a3a6a14b7bdf879d&o=
344,Hotel,9.6,355,Tyn 6,cz,Prague 1,4,0.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/301161041.jpg?k=7cafda4d80f91957239d98a0800dc56b65e60669244c896a635053ceb6752c8d&o=
345,Residence,9.7,284,Bílkova 11,cz,Prague 1,4,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/118409979.jpg?k=52dc1cb3b1ffd4f424e2005328f0e84b6ab805924942ea9b9d180714cd1ae42b&o=
346,Hotel,0.0,820,Pricna 2,cz,Prague 1,4,1.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/32103041.jpg?k=77d04ee2311a67f91d4f7afdf36efe6607f8535ea29ba94d0474fa80ef6b3e39&o=
347,Apartment,9.5,1127,16 Vladislavova,cz,Prague 1,4,0.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/421848611.jpg?k=b3a46520f42e0b0f4e125fde6cb983cf12f573d64b3e966cd5ce45dd00f73f29&o=
348,Hotel,9.7,1857,Valdstejnske nam. 6,cz,Prague 1,4,1.1,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/203083388.jpg?k=fa235f7f91615c2a7d82eca48c67968e5fe7ab53f0744e78f09ee249c220ce58&o=
349,Hotel,9.8,1707,Hastalska 1077/16,cz,Prague 1,4,0.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/206643814.jpg?k=2b24fe51664c6b692c1dafde7e1b384e6ba80167db13ac5970cdfe340cb227e2&o=
350,Hotel,0.0,2455,Kovářská 1170/15,cz,Prague 9,3,5.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/106311988.jpg?k=d06933a7e6793bcd44855d1e54b6ed849f601c705b75c704d381c97a53443e09&o=
351,Hotel,9.6,1358,Hybernska 10,cz,Prague 1,4,0.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/130901579.jpg?k=09396781b87cc7216ae310b14e2d9334250fa2517a9c750ae235d585a971f53d&o=
352,Apartment,9.9,27,Masná 21 byt číslo 4,cz,Prague 1,3,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/211725828.jpg?k=849f10304e7ca59f0b41d90e419f6486a17cdd4a25477b2e8066e7c64691d2b4&o=
353,Hotel,0.0,4081,Plzenska 103/215a,cz,Prague 5,4,5.9,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/267837991.jpg?k=3cd6444940ff78276e386c1fc87d49afc2dc7262605cd3e42f2274bc3b66dfcf&o=
354,other,9.5,308,72 Legerova,cz,Prague 2,4,1.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/383235088.jpg?k=ef4d05e38b4d86b3951cf80af696ea0a45f5a5a81db286bc27f9d3ee19494f17&o=
355,Hotel,0.0,478,Bohdanečská 259/1,cz,Prague,4,12.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/344530806.jpg?k=39297bc7e3460825e450ef3cf7e767bc6da2ebd901c5c0afbf59ab09f1ea8a02&o=
356,Hotel,0.0,1991,Holeckova 13,cz,Prague 5,4,1.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/421594716.jpg?k=de7475322b1b58da45b2f82344a3e7c6fc5d6209c0586b79a5a771a39e80bd49&o=
357,other,0.0,339,16 Staropramenná,cz,Prague 5,3,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/135779652.jpg?k=996f14d2582ef01e87c4ec65d65ab70e40d6cdc68f5d975f2768be2f9e2b6156&o=
358,other,9.3,1083,Lumírova 1715/33,cz,Prague 4,4,2.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/21521133.jpg?k=50b29c0bd9afd5dcb1e076f269e011a6d3254a5e415b3b915f97de3021ed4e95&o=
359,Hotel,9.4,3213,3 Zlatnická,cz,Prague 1,5,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/91336255.jpg?k=cfcb3ba9cc0556844b2a13c5044983052cd1a990af4f26e1c196380a6f63d5fa&o=
360,Apartment,10.0,15,Anenska 13,cz,Prague 1,4,0.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/90434904.jpg?k=c5e280a125131d2cadb92e7ee2b465a0d3db2686b1961e26de26a01ae246f950&o=
361,Apartment,9.7,96,U Mlynskeho kanalu 687/3,cz,Prague 8,4,2.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/113024433.jpg?k=f84ba0676b479095bff52d8d32afde5202c5bc4b8d81d0b3431bec4a0b5d0874&o=
362,Hotel,0.0,1908,Žitná 46/572,cz,Prague 2,4,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/140021667.jpg?k=a739047b8efab6da34e9f7bf1fb175a58c391914285613aaaf8478bd5d7a2ea9&o=
363,Hotel,0.0,1244,Taboritska 18,cz,Prague 3,4,2.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/93150584.jpg?k=768a681836d14c87c35a80fa2b89df522f88c23ded2c5e69a2c31f99bf4ddab5&o=
364,other,9.4,1612,25 Národní,cz,Prague 1,3,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/122682109.jpg?k=d6487bfba7e2a81e8d27d3ee2eeda0de8367f42f39b537df406f9470e6c9d47d&o=
365,Hotel,9.4,3605,Na Poříčí 15,cz,Prague 1,5,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/183094057.jpg?k=5b68ba056040a60d17d2c9de3793611b669ca687b436ba6f177dcd4ce21bc413&o=
366,Hotel,9.9,914,Maltézské Náměstí 8,cz,Prague 1,0,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/362685117.jpg?k=1a8237a5ceb6148723811809dddb029f90f2d191b90fb9d039d5737c5831e139&o=
367,Hotel,0.0,1327,Plzeňská 229/9,cz,Prague 5,3,6.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/70678675.jpg?k=1811b4c314d1ec10bfb09ecfb7011d17d71f4ec96b86b2289c430df0e16038c0&o=
368,Hotel,0.0,533,Slévačská 496/48,cz,Prague 14,4,9.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/281625156.jpg?k=c0fabe46aa00a0bff74b3388bd0c85fba42222480578589346d76c16d646bc01&o=
369,Hotel,9.5,1305,U milosrdnych 2,cz,Prague 1,4,0.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/219836288.jpg?k=8ecdc0b5dbddf3d1d5ee63d1185ecc46b2d6cb680f0658efb7b917bc4fd69e01&o=
370,Hotel,9.7,989,Valdstejnske namesti 8,cz,Prague 1,5,1.2,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/28987561.jpg?k=b84aadc94fcfedf794c65cf7a9eb7b47565ed5171a5731524ee50a34fae8fd11&o=
371,other,0.0,1685,Dykova 20,cz,"Vinohrady, Prague",2,2.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/250343745.jpg?k=aab3f848bc83d4113d7b92061ee6d138ff70eab3b1e3763cdd0b0f9603ab34f0&o=
372,other,0.0,220,Záběhlická 136/53,cz,Prague,3,5.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/161726759.jpg?k=6ca882f703088ff6f3517550fefeacc6249dae42cdb56e354d2066607aa6b603&o=
373,other,9.3,1080,Soukenická 25,cz,Prague 1,4,0.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/184187221.jpg?k=adf1579e2d8da299387ce22d53e22f539cff553de7a5ef5fb2dbcd99c4406dc2&o=
374,Apartment,9.7,358,Řetězová 9,cz,Prague 1,4,0.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/421853244.jpg?k=738f28c2543b0dfeee9308e0b1322e60779e13abe399676a9fb9222496347de5&o=
375,Apartment,9.8,159,Melantrichova 10,cz,Prague 1,4,0.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/40897984.jpg?k=f2b4e72a5657c23d2bcc179be3560966337fd958378b4672b1c710591a2af424&o=
376,other,9.8,606,Misenska 12,cz,Prague 1,4,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/347639711.jpg?k=3184f949b9f4ba69f3acd46cc7d25a52d4226336c8f3e57aa1e286452cd995e6&o=
377,Apartment,9.6,373,"Stepanska 53, Prague 1",cz,Prague 1,5,0.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/232418595.jpg?k=6e55edde520e52c5d386ac8dbf71f6f01cf4600234c1e9fa4cb1d891707dd0c1&o=
378,Hotel,9.3,1455,Římská 4,cz,Prague 1,3,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/143595655.jpg?k=f3205a49c2c4679dd7daa8cc9e27089bc4747091b8483fe55604ba26896c5547&o=
379,Apartment,9.6,34,1 Petrská,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/267384589.jpg?k=b295e6b6251190f3e015ee63cdee04c005a9c1d7f86dfb1dccdd54ef0c694e3c&o=
380,other,9.9,316,Týnská 7,cz,Prague 1,3,0.15,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/189798483.jpg?k=c861a5cb4053a8bb3fedd4a3afa25baa4bcba626dc5571da56d9025d65462efb&o=
381,Apartment,9.6,134,Mikulášská 6,cz,Prague 1,4,0.1,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/150049836.jpg?k=631ad6ac387c43c30fd045a33a96a8906c7b525b08a733bfb36a617203bf875d&o=
382,Hotel,9.6,1207,U Zelezne Lavky 12,cz,Prague 1,4,0.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/295332485.jpg?k=5975b6f3f9d854088e46bd299061cd26796ccb6ad47f9220a18d6067acd0779e&o=
383,Hotel,0.0,2203,Koněvova 158,cz,Prague 3,3,0.004,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/339885320.jpg?k=ce2aea0746d307eda5a9dfeff8dc1b830ce8167d853d3e8028d62e4ebb362a82&o=
384,Hotel,0.0,1331,Skretova 1,cz,Prague 1,4,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/128273454.jpg?k=cc97468c3eec9074cc9ad40cf47f8924c5d6d4ba6c9380ca48927d82c92b1a4e&o=
385,Hotel,9.7,1051,Karlova 6,cz,Prague 1,4,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/220488650.jpg?k=8a35b42e4036d47d2de742a0aa51c553e159d6bd66f6c635a71ea742c3cc4e2b&o=
386,Hotel,0.0,512,Letenska 11,cz,Prague 1,5,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/14018001.jpg?k=6c684d7fed8c73395c5aa6e80b182d39100a84b82e5d6bee930f4ea14cc8354e&o=
387,Apartment,9.5,727,10 Charvátova,cz,Prague 1,4,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/421848476.jpg?k=1042b9401b7844d60b550ab2c8f55e239aae5ae5cc9e2e2be58ed58e61d08460&o=
388,Hotel,0.0,1377,Plzeňská 577/25 577/25,cz,Prague 5,3,2.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/306097152.jpg?k=fad584ac79ab712fd6ee545af2ae5a1fb99a7caacce8c74aca1d18f2a22a5a02&o=
389,Apartment,9.9,1642,11 Malostranské náměstí,cz,Prague 1,3,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/199379326.jpg?k=aab10371d9df49c1d48d534a7346a3c263d1954e1fa67121ea19529c8a15f45c&o=
390,Hotel,9.8,1688,Michalská 19,cz,Prague 1,5,0.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/108174152.jpg?k=e87b28ef18691e7e757a09a21c238fc493520ee3da3c9076742d980e4cb45e45&o=
391,Hotel,0.0,1797,Klimentská 30,cz,Prague 1,4,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/411405299.jpg?k=b6c83c763903fce39add22729c8ef958385d6dc589c46588d83605735b0ced74&o=
392,Hotel,0.0,862,Drtinova 17,cz,Prague 5,3,1.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/264438838.jpg?k=03fc939afa2963cc2f245adba96ca8b6e0f917b5e6dafe72b12c09e6d011fbd6&o=
393,Hotel,0.0,1728,Ve Smeckach 30,cz,Prague 1,4,0.001,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/339813428.jpg?k=54df1274548758ec8b6272db5b764746eafed190d020677247ed511daac1d097&o=
394,Hotel,0.0,1636,Sokolská 1796/44,cz,Prague 2,3,1.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/382463170.jpg?k=aed2424e0abd88002d636f17611598d37a155cce1cc767b53750d38387b61fef&o=
395,Hotel,0.0,3118,V Tunich 1625/8,cz,Prague 2,4,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/416769896.jpg?k=a79cc93e7505d0010098c82ef58ec68e82731c933c2f7c4c6ad1019e84a0a84f&o=
396,Hotel,9.6,3873,Konviktska 14,cz,Prague 1,3,0.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/20620298.jpg?k=f0392a86bec1e532275e7e8b64714ca99219fc6ecdfb12d35b3185730bffee29&o=
397,Hotel,0.0,2703,Kubisova 23,cz,Prague 8,4,4.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/109942347.jpg?k=6087324224b12b5548ddfb0306a7545ddb6c55a0b3809f2479870353fc9adbda&o=
398,Apartment,9.6,735,U Milosrdnych 4,cz,Prague 1,3,0.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/245911441.jpg?k=55598834862c52311878ae8be5c8db4df020e623fed12c65d41aaa8d6f76cafe&o=
399,Hotel,0.0,1285,Hloubětínská 20/17,cz,Prague 14,3,8.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/56819912.jpg?k=f1ac240da4f757008c7736d70514de5cf398c941b004cbb19979d2bb00021009&o=
400,Hotel,0.0,497,Jelení 199,cz,Prague 1,3,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/400936161.jpg?k=d86f737f5b97d9732d1264e3134a596610ba4731b235689c1ca69dfc1e5a8737&o=
401,Hotel,0.0,1258,Fügnerovo náměstí 1865/4,cz,Prague 2,4,1.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/86371193.jpg?k=bb328c2365cedd475be78121393ccdd5f9d80ea1a680f6301286f78ef8ac8c55&o=
402,other,0.0,1952,Stroupeznickeho 21,cz,Prague 5,4,2.2,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/158530361.jpg?k=0c2931bd8518cb053758f1482bd121f41c1ab5b2faff57caa5dcff1b91915487&o=
403,other,0.0,719,Koubkova 12,cz,Prague 2,4,1.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/79009204.jpg?k=b2176c6980f171b927bbc020a6e4de65d2d80804fd20c73ee512ae6152d8cf32&o=
404,Hotel,0.0,1513,K Letišti - Terminál 3,cz,Prague 6,4,9.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/22305906.jpg?k=c12040a84b602904d57cdb95dd44d0469bcb573f3fb67bd5236a688ec50b04f4&o=
405,Hotel,0.0,1368,Belgicka 10,cz,Prague 2,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/367093781.jpg?k=25ef1122c22ee4c1ba75542f4989bc94dcb293e4d8cbee7bac4553b38701a753&o=
406,Hotel,0.0,1650,Jana Masaryka 11,cz,Prague 2,4,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/28634131.jpg?k=213005ccad5526c8d1ebb8e73b7be804bf2d576d01d92da828619b4f8faf646a&o=
407,Hotel,0.0,1175,Viktora Huga 3,cz,Prague 5,3,1.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/19947618.jpg?k=ca75954a4b89abd189a768524e550a9afa285ad037de5ddf97475e18a77cf86d&o=
408,Hotel,9.6,2372,Vladislavova 1477/20,cz,Prague 1,5,0.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/192458671.jpg?k=f9a738205756bcc03069e94d5e480969ab0c9191974e9e96b883dff1b31fdce2&o=
409,Hotel,9.4,1257,Újezd 24,cz,Prague 1,4,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/410726518.jpg?k=a5fefc1f89556a7a1decd435242a8d89a494c49ad9d963420775b1848b9a420b&o=
410,Hotel,9.5,1709,Václavské nám. 38,cz,Prague 1,4,0.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/27482034.jpg?k=2702ed168439a735eb778e25458050405988db9e9e991ec41f201b693867e586&o=
411,other,9.8,498,Liliova 4,cz,Prague 1,3,0.45,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/20793916.jpg?k=ea75626fb41216c314b7e4921b2e8b9e94ef24a811f17e8d9cd1df1344fadb7c&o=
412,other,9.8,1704,Náprstkova 7,cz,Prague 1,0,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/108109094.jpg?k=6b99d4dd9162bfbd6146ba6cb9d788830600ba1016037bfa04453503c6d55647&o=
413,Apartment,9.7,59,Veleslavinova 4,cz,Prague 1,4,0.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/118555600.jpg?k=dddd2883fc22503998467c296cd1983d8b2864b2b5327cb98c7d65b2967e4e0a&o=
414,Hotel,0.0,1824,Plzeňská 560/29,cz,Prague 5,4,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/410582875.jpg?k=d785fd8209fa798061d3a26932d5aabddf8bca785242e87050b6c83fc68a61b8&o=
415,Hotel,9.6,1617,"U Radnice 8, 10",cz,Prague 1,3,0.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/13847790.jpg?k=aa952ac3114aa035200effbe61332a01bea46de0ea796faaa73c0b4ff69617da&o=
416,Hotel,0.0,1062,182/23 Na Dolnici,cz,Prague 5,3,7.9,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/341098802.jpg?k=8707cebb8af2ab12264b481c0ad5f5f0c861e402adb64496bba066bdb85f3a13&o=
417,Hotel,9.3,2476,Štěpánská 18,cz,Prague 1,4,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/400925509.jpg?k=3d35ca836f9be55b44f83661db853035d1ee0b3fe908d6f68ebc1103e9f02ee8&o=
418,Hotel,0.0,876,Plzenska 56 56 - 2.patro,cz,Prague 5,3,2.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/296249990.jpg?k=becf1ecaad830e711b71887ac1f09f941b763c89b9827bd2219fe0859da238a7&o=
419,other,0.0,1031,Halkova 1642/7,cz,Prague 2,4,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/75959757.jpg?k=fc24b985b0580c8e7ac3a9836bc4c6d013593280eed790b3b65fe60f82e3d2f9&o=
420,other,0.0,588,Lucemburska Street 46,cz,Prague 3,4,2.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/151164319.jpg?k=9c2032ca5f90249cc579b6615bf9bb7d82dfa7d88ca377f8691e292b8aee674c&o=
421,Hotel,0.0,508,Bezdrevská 549,cz,Prague 14,3,9.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/100570780.jpg?k=192d3cda3590c6375a343fc798727b179e5d0eced7ce00e6febfb60f3396cab9&o=
422,Hotel,9.7,850,Rytířská 3,cz,Prague 1,4,0.35,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/271462326.jpg?k=ae00995eb954b0b0ec9b3245164c76fbb03f2993907adda251d5c01981ce2d15&o=
423,Hotel,0.0,605,Vitkova 26,cz,Prague 8,4,1.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/374497046.jpg?k=0da0a9525b260bc95a2cb4121187709b854fa465108beb53b5d5b6adb92b4995&o=
424,Apartment,0.0,233,Klementova 4,cz,Prague 5,4,9.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/132071138.jpg?k=2223b8692b2d42a69c825658a8c38378bc92805f2401bfff12c2c8516654dec4&o=
425,Hotel,0.0,561,U Zvonařky 1,cz,Prague 2,5,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/147746644.jpg?k=75e9deb421374865c1517bd624e89cfd5702f178570914c87a7df04492517462&o=
426,Hotel,9.7,263,Rybná 20,cz,Prague 1,4,0.45,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/261884510.jpg?k=9fabbca77bc7878fbc63cc166e08dcba1e95a42756616fef8104ad16a3cbba24&o=
427,Hotel,9.6,212,Jilska 7,cz,Prague 1,4,0.25,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/64935986.jpg?k=85ef0785fb42450bc2ebe18a4ccf6171a7924e395cb3fd9f33670230616d97b5&o=
428,Hotel,0.0,1471,Uruguayská 540/20,cz,Prague 2,4,1.9,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/163269589.jpg?k=0de9f953de7108d82d02b8ccc35546b9d3cd5fac74014a5554141476b68077cf&o=
429,Apartment,9.4,34,Opletalova 17 Byt č. 2 - typ Premier,cz,Prague 1,4,0.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/240079650.jpg?k=ba39a161fa156ddb38744b8eddc3e2dfd9c3a8c57100ff0b45a57a94683c5345&o=
430,Apartment,0.0,0,2 Michalská,cz,Prague 1,4,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/407318719.jpg?k=517cdc8e7ffd843738432863764d407f012fe931e02198363150cbde18cdbc59&o=
431,Apartment,0.0,333,4 Příčná,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/203923282.jpg?k=5bdb726bfa33e5885ca38db3230edeb803dbb325be14855004509f0a0f8b70aa&o=
432,Apartment,9.9,317,Tyn 1,cz,Prague 1,4,0.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/38337215.jpg?k=9b29518198f6be4a15aa944cbbfba6c2a755432440bd80e5c5d40a78835617ed&o=
433,Apartment,0.0,0,"5 Jungmannovo náměstí the flat 5, the floor 3",cz,Prague 1,4,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/418866361.jpg?k=843850d3245fa5d96bf80a9c616f26f6fa2c958353df9741781ef66d14bc7460&o=
434,Hotel,9.9,1607,ul. 28. října 11/376,cz,Prague 1,4,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/310506260.jpg?k=9e78b242a67cc483107cf20aa1a1fe8ec2c4b20dfe54896641c516719126758a&o=
435,Apartment,0.0,1,Ve smeckach 1766/9,cz,Prague 1,4,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/408045715.jpg?k=f3c4c9ef80e020c4e4e898ddbbfef771c1662c533db522847962fd5e50783e3c&o=
436,Apartment,0.0,259,Žitná 657/13 1. patro,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/221112236.jpg?k=9d8a43ef1d1318da7ed84019bda7fd4dded57be1d4a152f63b09559589b469ac&o=
437,Hotel,9.7,866,Havelská 18,cz,Prague 1,3,0.25,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/22918685.jpg?k=61e01d330bd5d9d5834124d004703da85cd3ff5afa4b51873bbfbefb99d37955&o=
438,other,9.4,442,Francouzska 312/100,cz,Prague,3,2.6,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/255313433.jpg?k=702deb59207754e38336de3c941a2fb2f3979eec15e783501666d8b2cec3f6a6&o=
439,Hotel,0.0,693,Tr. Svornosti 28,cz,Prague 5,3,1.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/97486878.jpg?k=47487b523ec1cf5ae27c218e87746171e5600965b1d31ea50fe74958b5ffa1b8&o=
440,Hotel,0.0,578,Balbinova 8,cz,Prague 2,4,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/23431064.jpg?k=c803a9a33bde0b284e7a1aadc877b99ace905c33995e74927d1d62e0e8151cd7&o=
441,Apartment,10.0,5,U Stare skoly 2,cz,Prague 1,3,0.35,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/74605085.jpg?k=e8f40f36beabf5e0817031e69a382e2397c879145a827d08edb0b8eeea434c3c&o=
442,Hotel,9.8,399,Haštalská 14,cz,Prague 1,4,0.45,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/261890604.jpg?k=a142a497fa8926d724da2c6c39207bbfef4bec4d6d4b4aad0690c9bdad8f17e1&o=
443,Hotel,0.0,877,Cimburkova 28,cz,Prague 3,3,2.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/110161334.jpg?k=3e02637a36a4668d8aa5d8a1e5687060ef149420d90b1082b69f66ef8f1786b6&o=
444,other,9.6,906,Mostecká 21,cz,Prague 1,4,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/322193275.jpg?k=a8f6d4ae33c9bb94e70e940e14ddb53a2b7845376a2c1e569fa2360e1c83388f&o=
445,Apartment,10.0,30,Dlouhá 35/730,cz,Prague 1,4,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/46147079.jpg?k=46489987c01d5ce1675ad849f7164581c707b0d809924ab1b9f51937bf194f98&o=
446,Apartment,0.0,321,Libušská 339/146,cz,Prague,3,9.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/198932792.jpg?k=e56cf7fdcc150f926724bb3caa211568785b743e9847d47361d565d5bcaa962e&o=
447,Apartment,9.7,216,Krocínova 1050,cz,Prague 1,3,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/139370774.jpg?k=82d48c1748769655dc18cdf1fd89ac01e882413cbcd7abbb06811b93a4dbb71a&o=
448,Hotel,0.0,788,Na Celné 3,cz,Prague 5,4,0.002,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/419221731.jpg?k=7845bc0b6dc2ea47692d1e8ac6060f5be9c2a1b3190b9d8a2adaf63c3a90197a&o=
449,Apartment,0.0,12,STEPANSKA 617/26,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/94310961.jpg?k=54dcdfe879fa9ebe3316db4b49467c461bbdccf5bc0318bf90f360a224d6b1eb&o=
450,Hotel,0.0,784,Vysočanská 87,cz,Prague 9,3,6.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/409002931.jpg?k=e66f65423dec041ec594041ded5de2e21a106a6a4548e5d52517e15d38e9dd59&o=
451,Hotel,0.0,2953,Na Porici 40,cz,Prague 1,3,1.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/31395075.jpg?k=c654ee6263c3c1ca56cc25d8544381f897f175b2dba619f68dd9efbb64501d7b&o=
452,Apartment,9.6,98,Zlatnická 1/1073,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/61829487.jpg?k=53b27f893a70b505ada4dfdef5f5cbf3a36cfb8e34f33338684b26c8b15966e8&o=
